StationDescription,FieldActivityId,BiologicalEventId,Source,SampleDate,Latitude,Longitude,SiteType,Station,TotalDepth,SampleTime,SampleReplicate,IBIParameter,IBIValue
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","FSW_R",1.3811
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","GOLD",0.2443
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","GOLD_R",0.2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","MARGALEFS",2.155
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","MARGALEFS_R",1.9543
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","NCO_TAXA_CNT",11
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","NCO_TAXA_CNT_R",8
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","NON_INSECT_TAXA_CNT",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","NON_INSECT_TAXA_CNT_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_BURROWER",50.76
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_BURROWER_R",56
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_CHIRONOMIDAE",50
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_CHIRONOMIDAE_R",55
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_CLIMB",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_CLIMB_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_CLING",48.47
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_CLING_R",43
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_CLINGER_TAXA",61.54
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_CLINGER_TAXA_R",70
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_COLLECT",94.66
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_COLLECT_R",94
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_DIPTERA",75.19
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_DIPTERA_R",79
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_DOM1",50
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_DOM1_R",55
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_DOM2",74.81
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_DOM2_R",79
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_DOM3",82.82
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_DOM3_R",85
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_EPHEMEROPTERA",8.02
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_EPHEMEROPTERA_R",6
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_EPT",15.27
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_EPT_R",13
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_EPT_TAXA_RICH",38.46
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_EPT_TAXA_RICH_R",50
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_FILTERERS",31.68
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_FILTERERS_R",30
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_GATHER",62.98
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_GATHER_R",64
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_LIMESTONE",4.58
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_LIMESTONE_R",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_NET_CADDISFLY",6.87
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_NET_CADDISFLY_R",6
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_NON_INSECT",0.38
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_NON_INSECT_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_PLECOPTERA",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_PLECOPTERA_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_PREDATOR",0.76
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_PREDATOR_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SCRAPER",4.2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SCRAPER_R",5
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SENSITIVE",9.54
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SENSITIVE_R",7
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SHREDDER",0.38
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SHREDDER_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SIMULIIDAE",24.81
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SIMULIIDAE_R",24
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SWIMMER",0.38
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_SWIMMER_R",1
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_TOLERANT",50.38
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_TOLERANT_R",56
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_TRICHOPTERA",7.25
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_TRICHOPTERA_NO_TOL",1.91
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_TRICHOPTERA_NO_TOL_R",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PCT_TRICHOPTERA_R",7
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PLECOPTERA_TAXA_CNT",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","PLECOPTERA_TAXA_CNT_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","RATIO_SC_TO_CF",0.133
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","RATIO_SC_TO_CF_R",0.167
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","RATIO_SC_TO_SH",6935
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","RATIO_SC_TO_SH_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","RATIO_SH_TO_CG",0.006
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","RATIO_SH_TO_CG_R",0
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","SCRAPER_TAXA_CNT",3
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","SCRAPER_TAXA_CNT_R",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","SENSITIVE_TAXA_COUNT",3
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","SENSITIVE_TAXA_COUNT_R",3
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","SIMPSON_DIVERSITY",0.6756
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","SIMPSON_DIVERSITY_R",0.6314
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","TAXA_RICH",13
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","TAXA_RICH_R",10
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","TOLERANT_TAXA_COUNT",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","TOLERANT_TAXA_COUNT_R",2
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","TOTAL_ABUNDANCE",262
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","TOTAL_ABUNDANCE_R",100
"(Tidal) Central Chesapeake Bay (Deep Main Channel)",186694,51399,"ODU/BEL",3/30/1986,37.79122,-76.17546,,"CB5.4",34,13:40:00,"S2","TOTAL_SCORE",0
